Gene symbol	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	Plasma cells	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	Dendritic cells resting	Dendritic cells activated	Eosinophils
HIST1H2AE	0.10706	0.05755	0.007673	0.031857	0.0	0.058627	0.088933	0.145293	0.018603	0.08734	0.001602	0.000495	0.011321	0.039553	0.085304	1.0	0.384106	0.216161	0.035559	0.043088	0.129439	0.26921
HIST1H2BG	0.012786	0.049298	0.021523	0.087587	0.003637	0.05354	0.191136	0.266287	0.064242	0.102185	0.004048	0.002056	0.0	0.059795	0.030896	1.0	0.254674	0.159015	0.092978	0.043513	0.189584	0.079154
HK3	0.000944	0.0	0.835204	0.057519	0.006199	0.33648	0.0043	0.000909	0.00336	0.003339	1.0	0.006082	0.040408	0.007685	0.060685	0.00104	0.001598	0.002798	0.035433	0.292708	0.076867	0.32133
HLA-DOB	1.0	0.729902	0.009878	0.029397	0.022989	0.009072	0.002596	0.001626	0.001023	0.026635	0.001885	0.233774	0.000654	0.00399	0.001741	0.646913	0.012326	0.012142	0.001047	0.0	0.299795	0.029005
HLA-DQA1	0.114409	0.171492	0.027096	0.019751	0.019191	0.01962	0.007125	0.005063	0.01293	0.013759	0.105442	0.536561	0.674728	0.015968	0.042095	0.012231	0.00274	0.072346	0.037742	1.0	0.830595	0.0
HNMT	0.015973	0.014077	0.24422	0.005427	0.001391	0.006351	0.000598	0.000628	0.00688	0.003218	0.231956	0.046126	0.284623	0.037178	0.034372	0.005922	0.0	0.004727	0.021374	0.189935	0.081801	0.005124
HOXA1	0.008016	0.004465	0.005067	0.006501	0.003638	0.014266	0.008484	6.7e-05	0.005545	0.007945	0.008025	0.0	0.004011	1.0	0.588674	0.0037	0.01596	0.00602	0.010154	0.006181	0.001907	0.002448
HPGDS	0.008799	0.009754	0.001119	0.007599	0.00625	0.009505	0.003482	0.007804	0.003695	0.003279	0.010454	0.002412	0.005805	1.0	0.815288	0.00522	0.002036	0.009531	0.0049	0.008416	0.005182	0.011224
HPSE	0.002473	0.001504	1.0	0.001814	0.021618	0.751674	0.083168	0.142727	0.370829	0.021982	0.02722	0.646509	0.688982	0.108898	0.060572	0.004018	0.164712	0.103212	0.218763	0.0	0.002504	0.009211
HRH1	0.08303	0.064086	0.02107	0.012724	0.007372	0.092868	0.0	0.034431	0.119126	0.022822	0.088157	0.054783	1.0	0.042714	0.041587	0.062252	0.023891	0.038031	0.085747	0.081182	0.046936	0.025332
HSPA6	0.016103	0.039735	0.189773	0.05086	0.081053	1.0	0.021888	0.001085	0.000792	0.027081	0.00142	0.03717	0.057757	0.015671	0.033871	0.0	0.073491	0.103614	0.018553	0.014479	0.000863	0.215905
HTR2B	0.004139	0.022492	0.024437	0.069693	0.00622	0.007509	0.017722	0.003217	0.0	0.047857	0.006066	0.072066	0.558913	0.127109	0.000746	0.057629	0.012454	0.057712	0.191454	0.039761	1.0	0.009701
ICA1	0.033022	0.0	0.029485	0.007984	0.008659	0.08423	0.014899	0.075502	0.019729	0.008215	0.036259	0.033666	0.018489	0.044934	0.036313	0.040829	1.0	0.043817	0.034425	0.038489	0.032662	0.021861
ICOS	0.000255	0.000507	0.000113	0.001042	0.002332	0.000221	0.13097	0.101054	0.232629	0.024511	0.0	0.001822	7.5e-05	9.3e-05	0.0001	0.000215	1.0	0.0949	0.004126	0.000286	0.000216	0.001229
IDO1	0.00825	0.010948	0.009323	0.02436	0.024528	0.019075	0.006398	0.008546	0.006763	0.00826	0.011948	1.0	0.00259	0.006995	0.005368	0.0122	0.008266	0.002587	0.006077	0.00411	0.77556	0.051665
IFI44L	0.002255	0.004375	0.049423	0.048515	0.05	0.010647	0.022712	0.019374	0.001213	0.012193	0.000259	1.0	0.162129	0.011707	0.014146	0.006986	0.020247	0.55162	0.080217	0.0	0.66749	0.025671
IFNA10	0.373125	1.0	0.040195	0.010218	0.040594	0.090881	0.047799	0.046094	0.01555	0.036675	0.023314	0.009691	0.006463	0.160486	0.101897	0.159786	0.05452	0.978995	0.022725	0.098038	0.010147	0.028635
IFNG	0.032282	0.021965	0.012474	0.034515	0.561454	0.024985	0.012344	0.017863	1.0	0.034789	0.011984	0.010609	0.006616	0.012638	0.006485	0.017105	0.028339	0.022944	0.038006	0.007358	0.010042	0.020213
IGSF6	0.006293	0.010302	0.437369	0.015227	0.010964	0.694522	0.005322	0.006728	0.004575	0.003167	1.0	0.047324	0.266725	0.024462	0.059116	0.009415	0.003305	0.008055	0.021408	0.605048	0.201637	0.039352
IL12B	0.041449	0.034922	0.015282	0.03325	0.021308	0.050723	0.009462	0.022289	0.030059	0.015081	0.015753	0.211241	0.005384	0.013471	0.027765	0.021338	0.015144	0.015719	0.032642	0.028211	1.0	0.026189
IL12RB2	0.001834	0.005055	0.00648	0.383719	1.0	0.002312	0.015268	0.063298	0.470804	0.055554	0.006011	0.002549	0.021702	0.019006	0.013564	0.00159	0.070299	0.137326	0.247348	0.002222	0.0	0.000681
IL17A	0.063533	0.089751	0.007397	0.012887	0.007946	0.117093	0.002604	0.002648	1.0	0.004238	0.006333	0.020977	0.0	0.021757	0.04998	0.02568	0.220038	0.0187	0.043472	0.00644	0.009572	0.007862
IL18R1	0.011192	0.021801	0.005207	0.371314	0.486575	0.229673	0.02949	0.106617	0.177361	0.085698	0.005224	0.0	0.01111	0.648535	1.0	0.012167	0.050288	0.228045	0.458564	0.006761	0.006251	0.67214
IL18RAP	0.006139	0.003427	0.010541	0.938106	0.870968	0.401304	0.009281	0.038491	0.052637	0.079127	0.010806	0.000313	0.002398	0.033005	0.0518	0.0	0.011985	0.013752	0.681205	0.00994	0.010095	0.270749
IL1A	0.061883	0.032739	0.016292	0.022723	0.020898	0.060977	0.027763	0.025087	0.043188	0.017757	0.192348	0.025278	0.005706	0.040968	0.900539	0.028839	0.01375	0.012127	0.029622	0.030699	0.117874	0.621903
IL1B	0.01168	0.007173	0.035251	0.003558	0.003292	0.093219	0.0	0.003592	0.001997	0.000228	0.035763	0.016935	0.004873	0.09898	0.554886	0.001946	0.002119	0.00463	0.006772	0.009444	0.08323	0.031497
IL1RL1	0.110342	0.063013	0.014075	0.035787	0.082228	0.064988	0.0	0.039503	0.059527	0.011851	0.061241	0.057487	0.04416	0.552905	1.0	0.070377	0.038625	0.031943	0.061388	0.062974	0.019408	0.740041
IL21	0.234064	0.202444	0.068377	0.024034	0.044096	0.135019	0.012187	0.053352	0.225282	0.038206	0.054722	0.038357	0.026763	0.063291	0.038613	0.108114	1.0	0.026343	0.057733	0.050987	0.040325	0.061417
IL26	0.013389	0.018934	0.003443	0.019183	0.009759	0.007623	0.019962	0.025975	1.0	0.018149	0.0	0.006784	0.006917	0.001996	0.131048	0.087705	0.420935	0.067617	0.03042	0.006878	0.007528	0.00843
IL2RA	0.025411	0.038485	0.0	0.003358	0.121701	0.001173	0.012468	0.067646	1.0	0.012198	0.001732	0.795192	0.024441	0.033891	0.057462	0.010984	0.032109	0.766881	0.001165	0.003945	0.443492	0.021886
IL2RB	0.102299	0.093206	0.007834	0.938782	1.0	0.045846	0.033959	0.148054	0.388561	0.201247	0.006393	0.002577	0.0	0.008887	0.014178	0.035531	0.373668	0.656732	0.567147	0.003886	0.010158	0.010949
IL3	0.008827	0.004349	0.003721	0.004947	0.013983	0.004153	0.002509	0.001985	1.0	0.002314	0.002673	0.002842	0.001217	0.001847	0.241056	0.005079	0.006298	0.019018	0.000426	0.00275	0.004562	0.063694
IL4	0.012419	0.095639	0.007052	0.022044	0.010388	0.121116	0.014032	0.015508	1.0	0.026119	0.001694	0.006171	0.00065	0.0	0.012699	0.141235	0.491155	0.109067	0.112455	0.010056	0.008879	0.200888
IL4R	1.0	0.148583	0.084071	0.052264	0.123041	0.234926	0.17113	0.080022	0.053467	0.055376	0.071202	0.253445	0.051826	0.26267	0.406941	0.0	0.011485	0.262283	0.058075	0.074884	0.197735	0.07711
IL5	0.0	0.016053	0.015626	0.004987	0.023135	0.021348	0.015272	0.091475	0.492931	0.038876	0.015141	0.134912	0.039282	0.019135	1.0	0.009889	0.06897	0.255733	0.090286	0.030041	0.051181	0.052068
IL5RA	0.145047	0.11503	0.027461	0.034198	0.03216	0.338601	0.006575	0.060607	0.031219	0.030242	0.020395	0.031391	0.0	0.19169	0.121022	0.253488	0.014699	0.117426	0.139466	0.04274	0.048937	1.0
IL7	0.395657	1.0	0.061188	0.016544	0.019003	0.0	0.033216	0.091128	0.025871	0.044736	0.131775	0.198799	0.1078	0.068222	0.016994	0.04224	0.089674	0.04738	0.020957	0.090501	0.215594	0.005431
IL7R	0.012382	0.021461	0.006507	0.057647	0.015663	0.036254	1.0	0.926714	0.099018	0.778292	0.258859	0.109197	0.002517	0.0	0.014847	0.004597	0.155554	0.024162	0.10691	0.108828	0.398582	0.016508
IL9	0.008577	0.005916	0.001782	0.006393	0.004248	0.003098	0.004177	0.013153	1.0	0.005971	0.002855	0.003789	0.000912	0.0	0.001758	0.001934	0.006475	0.001725	0.006645	0.0042	0.004666	0.008076
IRF8	0.783678	0.649464	0.1999	0.130873	0.211179	0.01952	0.019406	0.0	0.036625	0.025259	0.156077	1.0	0.285773	0.026367	0.062417	0.014322	0.046812	0.012525	0.078438	0.133107	0.228026	0.03931
ITK	0.041833	0.035602	0.005557	0.314027	0.411297	0.032522	1.0	0.802864	0.408469	0.673206	0.004602	0.001994	0.0	0.133914	0.106474	0.012722	0.939828	0.747302	0.601178	0.003241	0.009983	0.061364
KCNA3	0.24354	0.33107	0.108035	0.331075	0.469125	0.042651	0.376114	0.800953	0.258385	0.466403	0.074217	0.096677	0.005662	0.0	0.003487	1.0	0.208265	0.050943	0.355438	0.008101	0.008481	0.088844
KCNG2	0.026721	0.073007	0.058853	0.053959	0.043709	0.022517	0.00327	0.024415	0.026721	0.055338	0.071292	0.129151	0.04403	0.05544	0.072673	1.0	0.029581	0.003318	0.0	0.046202	0.04195	0.098845
KIAA0754	0.013411	0.006821	0.09849	0.357372	0.355455	0.008537	0.186625	0.008559	0.0	0.045688	0.008413	1.0	0.37372	0.008099	0.122496	0.001101	0.174821	0.126209	0.136103	0.008738	0.00069	0.197427
KIR2DL1	0.001353	0.000425	0.000409	0.114629	0.217876	0.00339	0.003575	0.00091	0.0	0.001605	0.000258	0.001847	0.001814	0.011047	0.008881	0.000151	0.000855	0.008427	0.008272	0.000167	0.001195	0.001373
KIR2DL4	0.03724	0.024905	0.009168	0.074752	0.225457	0.030467	0.008684	0.002277	0.0	0.008255	0.005146	0.032847	0.001734	0.004797	0.007531	0.03652	0.00117	0.007894	0.02552	0.006671	0.01235	0.017235
KIR2DS4	0.202559	0.141131	0.038595	0.385998	1.0	0.110412	0.033443	0.035737	0.024859	0.08888	0.033616	0.040925	0.016587	0.044675	0.040582	0.166198	0.038721	0.058813	0.17697	0.041358	0.031163	0.036053
KIR3DL2	0.002028	0.001301	0.001654	0.2197	0.504356	0.005419	0.002866	0.000722	0.002429	0.006309	0.000878	0.008907	0.002692	0.004189	0.003109	0.0	0.001017	0.009786	0.090242	0.001328	0.000891	0.002637
KIRREL	0.071391	0.060539	0.060147	0.087349	0.051204	0.072667	0.138412	0.036648	0.056067	0.182777	0.043679	0.114356	0.204988	0.229716	0.096759	0.146439	0.121556	1.0	0.160119	0.064107	0.046279	0.181993
KLRB1	0.004713	0.010124	0.00341	0.575215	0.247224	0.013736	0.013512	0.444957	0.02165	0.391276	0.000585	0.000884	0.0	0.001065	0.002605	0.001149	0.198386	0.055393	0.560871	0.003612	0.001044	0.011684
KLRC3	0.005672	0.026459	0.004825	1.0	0.443552	0.00225	0.005232	0.017951	0.004707	0.485856	0.000543	0.00608	0.002911	0.001917	0.0066	0.002468	0.0	0.02821	0.392757	0.008938	0.002705	0.019627
KLRC4	0.304228	0.38231	0.080564	0.939682	0.544321	0.193842	0.213969	0.069525	0.090551	1.0	0.103195	0.06667	0.017467	0.053153	0.044344	0.101036	0.032158	0.144182	0.566676	0.035799	0.012351	0.010237
KLRD1	0.018754	0.014692	0.003973	0.86897	0.738902	0.017716	0.003344	0.01922	0.01298	0.194979	0.000626	0.001794	0.003326	0.002646	0.0	0.023627	0.012146	0.001446	0.424512	0.004927	0.001662	0.001266
KLRF1	0.013816	0.018159	0.008749	1.0	0.563919	0.010831	0.001277	0.01134	0.002724	0.080503	0.003129	0.00646	0.016623	0.005832	0.004878	0.009967	0.000428	0.0	0.473269	0.006364	0.005397	0.009409
KLRG1	0.268241	0.206947	0.034993	0.346243	0.170346	0.101897	0.071133	0.399572	0.028317	0.827655	0.027132	0.023317	0.0	0.259104	0.259803	0.074545	0.030031	0.050133	1.0	0.022643	0.016871	0.066917
KLRK1	0.073102	0.028607	0.0056	1.0	0.619232	0.024723	0.036983	0.028125	0.004485	0.935845	0.001632	0.000994	0.003723	0.006639	0.005494	0.005478	0.008595	0.001652	0.5901	0.004721	0.001987	0.046979
KRT18P50	0.107297	0.134136	0.327063	0.105862	0.062025	0.392421	0.236647	0.100265	0.073543	0.106254	0.082973	0.319141	0.082915	0.049568	0.069526	0.517137	0.149022	0.423377	0.993899	0.017973	0.28482	1.0
KYNU	0.039269	0.077214	0.116328	0.008274	0.007813	0.01239	0.00434	0.004045	0.002425	0.004969	0.421936	0.864089	0.143781	0.016767	0.04357	0.012022	0.00179	0.016256	0.014716	0.269071	1.0	0.007234
LAG3	0.018662	0.002188	0.001705	0.080554	0.011017	0.001853	0.000714	0.10167	0.59444	0.308539	0.001009	0.85024	0.055347	0.004595	0.010314	0.003034	0.771966	0.389521	0.525854	0.009437	0.125569	0.0
LAIR2	0.084067	0.038832	0.006008	0.368734	0.378613	0.044336	0.032601	0.07109	0.00077	0.242847	0.001769	0.031474	0.002545	0.001704	0.008889	0.021537	0.0379	0.714878	0.301714	0.004363	0.0	0.072358
LAMP3	0.000365	0.000339	0.0	0.007379	0.016294	0.012101	0.003524	0.005212	0.014147	0.004118	0.011923	0.732386	0.00319	0.001852	0.003915	0.003846	0.005439	0.009661	0.004007	0.04183	1.0	0.021521
LAT	0.005495	0.002596	0.015313	0.19251	0.137507	0.011737	0.664124	0.37887	0.159671	0.372026	0.058818	0.00614	0.008427	0.433415	0.282708	0.0	1.0	0.369124	0.313876	0.011213	0.012824	0.035162
LCK	0.033123	0.032042	0.006268	0.374941	0.291618	0.01737	0.934026	0.812429	0.420746	0.914724	0.004562	0.000538	0.00021	0.001365	0.0	0.002088	1.0	0.70264	0.447659	0.0024	0.003847	0.023476
LEF1	0.00252	0.002205	0.000133	0.013474	0.01356	0.002568	0.350019	0.148511	0.052169	0.155089	0.0	4.1e-05	0.000557	0.001145	0.000907	0.005844	0.062949	0.045923	0.017262	1.2e-05	0.000693	0.012428
LHCGR	0.785593	1.0	0.030937	0.084919	0.107856	0.407402	0.099417	0.014	0.0	0.022651	0.137844	0.091892	0.086588	0.137812	0.087667	0.283489	0.020133	0.703398	0.639343	0.079242	0.082822	0.240549
LILRA2	0.001472	0.001328	0.277618	0.014221	0.004304	0.384495	0.002504	0.001019	0.000314	0.001358	0.133089	0.048469	0.03303	0.019364	0.015126	0.000261	0.000483	0.0	0.02221	0.019592	0.008864	0.043029
LILRA3	0.000202	0.000155	0.112521	0.001903	0.000838	0.014389	0.002898	6e-05	0.000231	0.000442	0.006158	0.124445	0.019155	0.004115	0.001629	0.0	5e-06	0.004519	0.001758	0.002762	0.050078	0.009718
LILRA4	0.050198	0.210176	0.116612	0.022704	0.019904	0.111368	0.018555	0.100674	0.020536	0.033439	0.073364	0.171132	0.061512	0.013973	0.0	0.11539	0.002721	1.0	0.064417	0.052516	0.046462	0.014845
LILRB2	0.003216	0.002848	0.442739	0.025878	0.003906	0.384612	0.0	0.000444	0.000324	0.002511	0.07094	0.635409	0.156427	0.043473	0.04269	0.001183	0.000768	0.00733	0.046559	0.032308	0.037826	0.133546
LIME1	0.0	0.002083	0.005677	0.016489	0.002464	0.005821	0.101636	0.125764	0.015488	0.132267	0.001874	0.001111	0.002764	0.00221	0.008411	0.104392	0.08142	0.037598	0.067283	0.001937	0.002574	0.002998
LOC100130100	0.001263	0.002448	0.00077	0.0	0.00058	0.000915	0.001167	0.000764	0.000734	0.00169	0.000454	0.000742	0.000567	0.001126	0.00036	1.0	0.000907	0.000251	0.000903	0.000767	0.000666	0.000694
LOC126987	0.174515	0.131473	0.083964	0.108404	0.095293	0.114984	0.135194	0.114995	0.12832	0.089691	0.058507	0.153763	0.128601	0.063308	0.02594	0.255319	0.024037	1.0	0.02426	0.107021	0.115826	0.089435
LRMP	0.328645	0.462253	0.160487	0.191785	0.063214	0.507393	0.130766	0.045879	0.023263	0.094255	0.018514	0.0	0.116754	0.109395	0.092566	0.159544	0.312195	0.015442	0.091262	0.078998	0.012058	1.0
LST1	0.00091	0.0	0.599497	0.065647	0.027223	1.0	0.024532	0.031356	0.011091	0.050285	0.218538	0.22378	0.228063	0.121229	0.163211	0.001913	0.001604	0.00507	0.138265	0.369524	0.093199	0.419358
LTA	0.0	0.000116	0.000291	0.004359	1.0	0.001796	0.085985	0.005582	0.99538	0.003306	0.000295	0.035698	0.00115	0.000444	0.002128	0.000321	0.178726	0.04413	0.000558	0.001017	0.000399	0.005102
LTB	0.58952	0.691156	0.012356	0.051976	0.964149	0.307943	0.75616	0.684908	0.296389	0.559487	0.00119	0.000556	0.003129	0.006654	0.016933	0.0	0.553469	1.0	0.187931	0.004484	0.000313	0.116831
LTC4S	0.041694	0.0109	0.068602	0.130723	0.073941	0.088134	0.055687	0.056816	0.032034	0.104031	0.084547	0.115905	0.497257	1.0	0.894803	0.046241	0.086665	0.0	0.091408	0.184522	0.046852	0.509726
LY86	0.892452	1.0	0.664448	0.008748	0.006238	0.067883	0.029276	0.002874	0.0	0.027178	0.218266	0.14101	0.819644	0.015905	0.005849	0.084124	0.004185	0.026702	0.185518	0.239939	0.055931	0.062965
LY9	0.1441	0.318693	0.0022	0.134734	0.001381	0.018598	1.0	0.696951	0.013727	0.703815	0.004399	0.001265	0.123948	0.01514	0.0	0.288131	0.521997	0.094909	0.605965	0.026397	0.003733	0.02499
MAGEA11	0.127563	0.210365	0.003544	0.111197	0.035013	0.097133	0.029322	0.319137	0.200819	0.117743	0.020778	0.010869	0.0	0.003795	0.179208	0.217835	0.067882	0.564073	0.606782	0.053778	0.012905	0.380131
MAK	0.013904	0.014061	0.018117	0.006157	0.009282	1.0	0.007922	0.004679	0.032559	0.003181	0.006421	0.032379	0.091102	0.020892	0.048099	0.009371	0.00828	0.004802	0.015662	0.008271	0.044292	0.315296
MAN1A1	0.048746	0.040956	0.026989	0.070618	0.052489	0.139874	0.0	0.030425	0.059662	0.035368	0.110065	0.098278	0.1084	0.134839	0.104639	1.0	0.045558	0.03602	0.048953	0.0668	0.086104	0.018046
MANEA	0.000594	0.022211	0.097746	0.105486	0.19827	0.0	0.069155	0.092429	0.519079	0.075754	0.178879	0.120015	0.173908	0.128311	0.04743	1.0	0.126203	0.046069	0.033473	0.165276	0.194069	0.002141
MAP3K13	0.018	0.016637	0.027785	0.028426	0.023874	0.032638	0.037239	0.024337	0.030099	0.029487	0.028752	0.182518	0.031862	0.020023	0.022875	0.045335	0.016931	0.039085	0.024953	0.032487	1.0	0.03147
MAP4K1	0.004997	0.176128	0.057681	0.141671	0.083793	0.002362	0.471134	0.266917	0.236427	0.332188	0.000489	0.001564	0.067326	0.066244	0.056181	0.034891	0.832438	0.392822	0.298714	0.007018	0.0	0.048879
MAP4K2	0.000356	0.000673	0.000578	0.000432	0.000321	0.00061	0.021805	0.001854	0.012284	0.001485	0.00106	0.0001	0.000508	6.1e-05	0.000273	0.0	0.001369	0.00379	0.000376	0.000457	0.000448	0.000384
MAP9	0.095468	0.124811	0.001943	0.38348	0.447464	0.015822	1.0	0.253566	0.574254	0.970959	0.009526	0.012129	0.026851	0.016242	0.016636	0.074297	0.666285	0.222029	0.022303	0.014094	0.016182	0.079042
MARCO	0.0	0.000711	0.094522	0.002942	0.001951	0.00233	0.012259	0.000698	0.002267	0.002253	1.0	0.016498	0.044882	0.002158	0.0073	0.002258	0.006217	0.007566	0.001573	0.003525	0.002543	0.004995
MAST1	0.003825	0.010558	0.002921	0.005568	0.001912	0.021371	0.004937	0.002597	0.006081	0.000716	0.001541	0.003706	0.00297	0.027072	0.017633	1.0	0.015648	0.01526	0.002458	0.001549	0.001923	0.011385
MBL2	0.433436	0.715077	0.022331	0.092321	0.032918	0.150075	0.14719	0.031692	0.012111	0.005026	0.056712	0.025816	0.054666	0.021826	0.027165	0.104014	0.013222	1.0	0.27452	0.047412	0.165654	0.002525
MEFV	0.023199	0.023137	0.630919	0.014501	0.008724	1.0	0.0	0.006299	0.001164	0.003551	0.006095	0.003304	0.002253	0.012533	0.010467	0.008116	0.005126	0.008691	0.042859	0.004445	0.004208	0.015949
MEP1A	1.0	0.41483	0.102265	0.088785	0.092821	0.17387	0.021353	0.148111	0.04344	0.055226	0.180872	0.02461	0.068339	0.024413	0.100602	0.234706	0.056022	0.178327	0.142718	0.196541	0.340869	0.272177
MGAM	0.000815	0.000269	0.031116	0.062047	0.008773	1.0	0.000193	0.000439	0.000225	0.0	0.002032	0.00024	0.00034	0.046027	0.026721	0.00024	0.000363	0.001036	0.0089	0.000982	0.000532	0.120911
MICAL3	1.0	0.971414	0.027166	0.103144	0.344836	0.01186	0.038763	0.372084	0.386864	0.291103	0.040435	0.057547	0.034124	0.446089	0.374998	0.256008	0.269329	0.023636	0.099148	0.046255	0.048942	0.126842
MMP12	0.0463	0.030159	0.005571	0.005716	0.00489	0.018118	0.002873	0.006761	0.006153	0.004534	0.01478	0.024547	0.013436	0.012574	0.17622	0.009828	0.004686	0.016161	0.014167	1.0	0.24538	0.014666
MMP25	0.003309	0.001583	0.0531	0.0055	0.054841	0.668704	0.018747	0.008424	0.0	0.015387	0.000584	0.157988	0.075164	0.005049	0.01051	0.01293	0.007558	0.04084	0.00306	0.071852	0.162914	0.18266
MMP9	0.004356	0.005623	0.004265	0.013364	0.002942	0.161441	0.004889	0.005812	0.00228	0.003014	1.0	0.06597	0.418219	0.026343	0.322005	0.004846	0.006562	0.00585	0.004354	0.07785	0.070399	0.011993
MNDA	0.001106	0.012019	0.506474	0.034782	0.013136	1.0	0.000208	0.000187	0.0	0.002049	0.115314	0.177573	0.082461	0.095137	0.056417	2.2e-05	0.000397	0.001494	0.095279	0.201611	0.094232	0.139423
MS4A1	1.0	0.966345	0.005662	0.009245	0.008362	0.013748	0.001432	0.010769	0.005487	0.017583	0.00031	0.003772	0.002094	0.002986	0.001424	0.020489	0.004757	0.01364	0.026511	0.002115	0.005306	0.037544
MS4A2	0.028557	0.036797	0.006133	0.015441	0.009984	0.02291	0.016767	0.01954	0.015812	0.018915	0.010283	0.009648	0.009892	1.0	0.599662	0.02131	0.012253	0.009643	0.022493	0.010863	0.015849	0.067156
MS4A3	0.058017	0.028088	0.008045	0.298996	0.093726	0.085318	0.000477	0.016668	0.006679	0.037346	0.0	0.006627	0.015545	1.0	0.452858	0.02719	0.013959	0.014684	0.049695	0.004119	0.006858	0.703664
MS4A6A	0.067212	0.037064	0.544735	0.012705	0.010793	0.069295	0.009309	0.012313	0.009919	0.012612	0.015541	0.023842	1.0	0.042534	0.029985	0.019123	0.008157	0.02697	0.132027	0.230726	0.009283	0.024224
MSC	0.0	0.008584	0.010206	0.017649	0.007362	0.045453	0.007422	0.031264	0.118195	0.027451	0.332002	0.844282	0.039951	0.019179	0.065764	0.047478	0.001664	0.079099	0.056794	0.2998	1.0	0.025522
MXD1	0.000583	0.000535	0.02979	0.023596	0.005721	0.304823	0.030545	0.011915	0.006047	0.00629	0.008348	0.015101	0.00107	0.001239	0.004323	0.000992	0.016795	0.009781	0.010588	0.0	0.029488	0.197212
MYB	0.058133	0.044352	0.045041	0.108713	0.031882	0.086372	0.10367	0.038742	0.153718	0.115283	0.003481	0.0	0.008255	0.861346	1.0	0.009265	0.34694	0.132983	0.034785	0.003913	0.058438	0.723342
NAALADL1	0.004416	0.008697	0.02484	0.346521	0.226505	0.008798	0.205918	0.143691	0.01348	0.065338	0.007243	0.000994	0.003044	0.001588	0.003997	0.003326	0.147204	0.042335	0.056599	0.0	0.010613	0.008772
NCF2	0.004792	0.014349	0.609551	0.021243	0.005557	0.856192	0.00836	0.001535	0.000154	0.000247	0.777567	0.035139	0.570008	0.04482	0.077877	0.006822	0.000569	0.018366	0.077968	0.553141	0.1541	1.0
NCR3	0.037264	0.234331	0.00803	0.446478	0.980155	0.059178	0.067428	0.117094	0.115745	0.530535	0.0	0.023114	0.007723	0.020186	0.016201	0.003614	0.052453	0.196312	0.562356	0.017068	0.000697	0.03564
NFE2	0.0	0.00015	0.335408	0.028462	0.017036	0.650773	0.009517	0.006075	0.000338	0.02247	0.005427	0.005843	0.023073	0.050508	0.031532	0.001281	0.011158	0.013666	0.016188	0.001401	0.001301	0.0592
NIPSNAP3B	1.0	0.471057	0.055113	0.095235	0.06503	0.208862	0.024729	0.085606	0.052881	0.079532	0.048848	0.065057	0.066136	0.129757	0.088746	0.220156	0.048555	0.065622	0.314037	0.042359	0.077187	0.096008
NKG7	5.6e-05	0.000146	0.000804	0.376366	0.394325	0.000227	0.00275	0.018262	0.025507	0.233721	0.0	0.005746	4.4e-05	0.011487	0.015375	7.6e-05	7.2e-05	0.000367	0.272851	1e-06	4.4e-05	0.000523
NLRP3	0.000888	0.000752	0.05295	0.002791	0.006544	0.039585	0.000576	0.003084	0.000214	0.000309	0.001766	0.002205	0.026299	0.001287	0.034857	0.000315	0.0	0.001388	0.003383	0.0253	0.00068	0.004805
NMBR	0.883993	1.0	0.132007	0.046743	0.079828	0.348914	0.01106	0.050077	0.15851	0.0756	0.082265	0.02445	0.057277	0.015306	0.038834	0.4203	0.030786	0.202027	0.316386	0.138916	0.026215	0.177683
NOD2	0.0	0.001496	0.595226	0.078735	0.07313	0.313626	0.000752	0.053865	0.064817	0.000674	0.038893	1.0	0.369637	0.011376	0.000463	0.0999	0.050175	0.016477	0.0642	0.011305	0.111341	0.280697
NOX3	0.038655	0.013499	0.034704	0.017243	0.015501	0.053388	0.022626	0.024949	0.017307	0.016802	0.019143	0.02778	0.024407	0.611497	1.0	0.013442	0.022238	0.00785	0.294796	0.013019	0.015654	0.011558
NPAS1	0.09549	0.082502	0.070887	0.056842	0.061797	0.126473	0.044523	0.11142	0.032115	0.135844	0.07718	0.058857	0.090146	0.119915	0.067112	0.1573	0.033915	1.0	0.056263	0.078736	0.076073	0.102162
NPL	0.000739	0.0	0.196853	0.019335	0.022957	0.516301	0.00032	0.014589	0.023408	0.016083	0.383335	0.113885	1.0	0.125813	0.09807	0.008428	0.002549	0.012299	0.03177	0.475433	0.106245	0.252871
NR4A3	0.014184	0.016668	0.002533	0.0	0.015655	0.05313	0.009215	0.003935	0.059681	0.000508	0.029948	0.09373	0.004876	0.011474	0.295014	0.013413	0.021487	0.097221	0.01971	0.101664	0.54207	1.0
NTN3	0.014735	0.061574	0.026528	0.011471	0.015335	0.058642	0.105752	0.041538	0.132196	0.026204	0.013791	0.042277	0.064547	0.0	0.011515	0.095925	0.02076	0.96044	0.194398	0.009238	0.022197	0.0492
NTRK1	0.004711	0.004855	0.003281	0.001204	0.004745	0.00686	0.012721	0.005963	0.0112	0.002167	0.0	0.000568	0.000727	0.298682	1.0	0.017223	0.001485	0.002725	0.008284	0.005838	9e-05	0.014443
